source_file,plot_nr,n_trees_gt,Species,Nr_of_trees_field,Conifer,Broadleaved,Broadleaved_prop,shannon_index,berger_parker,clarkevans,complexity_score,dbh_mean,dbh_sd,dbh_median,dbh_p10,dbh_p90,h_mean,h_sd,h_median,h_p10,h_p90,aboveground_points,tree_points_aboveground,cai_mean_over_occupied,cai_max,mean_shared_fraction,median_shared_fraction,mean_n_competitors
Rem_Katrynka_2016_0600405.laz,600405,41,3.0,32.0,18.0,14.0,0.4375,0.940691180657543,0.414634146341463,0.910699298672484,0.241616956,227.90625,91.33608953,217.0,122.0,371.7,19.590625,4.169502127,18.75,14.96,25.99,2681227,1009437,1.2353290870488325,4.0,0.0187391673943986,0.0114644173036972,2.333333333333333
Rem_Milicz_2015_6900801.laz,6900801,11,2.0,27.0,21.0,6.0,0.222222222,0.376770161256437,0.636363636363636,1.082841272777369,0.168789057,264.8518519,88.4258506,274.0,145.0,351.2,22.3037037,6.401350908,24.5,11.7,27.78,2476303,1806562,1.09578513065286,3.0,0.0071674250932035,0.0031460674157303,1.4545454545454546
Rem_Gorlice_2015_2902903.laz,2902903,6,2.0,4.0,0.0,4.0,1.0,0.562335144618808,0.5,0.7143020427150191,0.528736788,474.75,117.9162839,514.5,361.5,556.2,35.175,6.02570881,37.15,29.43,39.34,2198225,1814582,1.166249447798557,3.0,0.0038761164252807,0.0027526710046361,1.3333333333333333
Rem_Katrynka_2016_4601905.laz,4601905,35,2.0,34.0,22.0,12.0,0.352941176,0.62879939409378,0.6,0.7731475067210661,0.222808438,184.5294118,101.6062618,157.0,93.9,341.3,14.67352941,5.494477052,13.6,8.42,23.37,3459201,3273973,1.1934142872771032,3.0,0.0122327640496709,0.0067700987306064,1.8285714285714283
Rem_Suprasl_2015_2801204.laz,2801204,30,5.0,26.0,18.0,8.0,0.307692308,1.30622054342388,0.366666666666667,1.062009921761962,0.546733115,274.1923077,105.8625597,247.5,159.5,431.0,24.55769231,6.752195085,23.45,17.35,33.75,2993289,1824732,1.2693085321471895,4.0,0.0192964918439011,0.0098376783079193,1.8285714285714283
Rem_Gorlice_2015_6304803.laz,6304803,47,2.0,23.0,20.0,3.0,0.130434783,0.690662696776406,0.723404255319149,0.8860005559320112,0.220898716,291.8695652,131.8622919,318.0,125.0,438.4,23.03913043,8.559351034,26.7,10.54,30.32,2846985,1872074,1.3224709549447435,4.0,0.0312260074349817,0.0211678832116788,1.8545454545454545
Rem_Milicz_2015_4504701.laz,4504701,16,2.0,14.0,0.0,14.0,1.0,0.682908104700472,0.5,0.7974384287805028,0.698508169,345.0714286,116.6516605,362.0,195.9,469.8,29.65714286,6.200336751,32.45,22.19,35.37,2186215,1932880,1.3510902094912356,4.0,0.0182862270126887,0.0074743070694487,1.5294117647058822
Rem_Katrynka_2016_3702205.laz,3702205,46,3.0,41.0,39.0,2.0,0.048780488,0.839604899860971,0.434782608695652,0.8593338056735247,0.264195449,242.6341463,125.3227346,216.0,96.0,419.0,21.65365854,8.06325299,21.4,10.9,31.2,2703435,2294955,1.3665060013231265,4.0,0.0227514496934116,0.0111107372010589,2.0434782608695654
Rem_Suprasl_2015_3001704.laz,3001704,24,4.0,25.0,19.0,6.0,0.24,0.82465932376647,0.541666666666667,0.985072859182247,0.282008009,204.72,123.5426782,170.0,83.6,405.6,18.556,7.750058064,17.1,8.9,30.3,2874300,2540386,1.4138392857142856,4.0,0.0482959029340367,0.0173781963990388,2.0
Rem_Suprasl_2015_2900904.laz,2900904,51,3.0,37.0,33.0,4.0,0.108108108,0.931443178165372,0.392156862745098,0.8606475533708052,0.136807082,207.4864865,105.6536852,206.0,90.2,355.6,18.82702703,7.969269054,18.2,9.82,28.8,3086295,2423219,1.5170806137153514,6.0,0.0285547543653773,0.0169665809768637,2.581818181818182
Rem_Suprasl_2015_3501704.laz,3501704,62,5.0,44.0,32.0,12.0,0.272727273,1.40124795386145,0.338709677419355,0.9758096018436342,0.723240517,238.1136364,91.49182602,250.0,117.9,345.5,22.94090909,7.750688437,23.9,12.8,31.57,3528910,2494762,1.2980395148371349,4.0,0.0100403969673306,0.0040215746740122,1.5757575757575757
Rem_Gorlice_2015_3203303.laz,3203303,41,3.0,30.0,24.0,6.0,0.2,0.616128669601866,0.536585365853659,0.7136559438744254,0.293134027,199.1,115.0482208,148.5,97.3,361.7,16.12,5.928388744,15.6,8.59,24.62,3560242,2419643,1.4043360433604335,4.0,0.0328779051711985,0.019277941503116,2.0869565217391304
Rem_Gorlice_2015_7405403.laz,7405403,34,3.0,36.0,23.0,13.0,0.361111111,0.315396287422662,0.705882352941176,0.7582903811789213,0.325118803,268.6944444,68.99599137,267.5,175.5,361.5,25.17777778,5.758477532,27.5,17.65,29.35,1084215,893703,1.2856823599523242,4.0,0.0292502383722766,0.0167464114832535,2.097560975609756
Rem_Gorlice_2015_8405203.laz,8405203,42,3.0,39.0,12.0,27.0,0.692307692,1.46719585703789,0.285714285714286,0.8320596914385169,0.545492194,187.2820513,104.3170644,128.0,75.4,318.4,13.05897436,5.370862812,13.6,5.78,19.84,3491922,3227054,1.4071722346489646,4.0,0.0326362495961259,0.0142348754448398,2.425531914893617
Rem_Milicz_2015_7700601.laz,7700601,17,1.0,23.0,0.0,23.0,1.0,0.693147180559945,0.411764705882353,0.9897047450957268,0.382562078,232.173913,158.2792849,164.0,90.0,457.4,17.4826087,7.516506211,18.3,7.32,26.24,3030015,1086481,1.61929012345679,5.0,0.0091809370177637,0.0067226890756302,2.3529411764705883
Rem_Katrynka_2016_5201205.laz,5201205,27,6.0,31.0,14.0,17.0,0.548387097,1.19729701543428,0.407407407407407,0.7349628995122348,1.322498576,261.9677419,174.8834819,190.0,87.0,525.0,19.72580645,9.94266791,20.3,7.0,30.2,2020657,1728757,1.3672215792753497,5.0,0.0375807000139093,0.0320855614973262,3.111111111111111
Rem_Katrynka_2016_3201705.laz,3201705,30,4.0,20.0,15.0,5.0,0.25,1.0908672785735,0.366666666666667,0.924115127099564,0.348911947,311.2,136.0555614,349.0,135.6,451.6,24.69,7.642257864,29.05,14.22,32.1,3012826,2815906,1.3822778555546404,5.0,0.0149896865657405,0.0065298507462686,1.8064516129032255
Rem_Katrynka_2016_3101005.laz,3101005,6,2.0,10.0,7.0,3.0,0.3,0.673011667009257,0.5,0.5635027852628557,0.363872063,185.0,108.7126692,145.5,89.8,317.7,15.66,8.910193912,15.0,7.13,27.54,3505484,2859205,1.2126196172248804,3.0,0.0526513592476904,0.0284875485508217,2.5
Rem_Gorlice_2015_7304103.laz,7304103,34,2.0,22.0,0.0,22.0,1.0,0.670008979827427,0.470588235294118,0.5865992383798491,0.599423764,192.4090909,130.7817736,138.0,92.1,352.3,16.05454545,6.217083015,15.15,9.93,23.76,3141880,2343981,1.6244927190260203,5.0,0.0528717584963918,0.0345202564184196,3.684210526315789
Rem_Suprasl_2015_4201404.laz,4201404,53,5.0,42.0,31.0,11.0,0.261904762,1.24003240418452,0.358490566037736,0.8935522614486576,0.844257354,241.5952381,112.2464752,243.5,91.8,390.2,23.65714286,8.214209665,24.75,11.4,33.49,3372402,2644639,1.3588108711245717,4.0,0.0152009390553653,0.0094269851054495,1.862068965517241
Rem_Katrynka_2016_3101605.laz,3101605,20,4.0,21.0,18.0,3.0,0.142857143,0.876005765643174,0.4,0.7495970990983144,0.32142341,290.1428571,150.8112349,295.0,81.0,479.0,22.61428571,10.22209791,25.4,6.0,31.9,3367144,3130167,1.3419574809466506,5.0,0.0294543119571248,0.0027179188507086,1.826086956521739
Rem_Milicz_2015_4903501.laz,4903501,35,6.0,30.0,7.0,23.0,0.766666667,1.57482395032988,0.342857142857143,1.164367190860074,0.671473069,247.6,86.41743119,244.0,140.3,352.5,22.7,5.497522953,24.65,15.46,27.76,3987216,3698208,1.4271148873291466,5.0,0.044114999827299,0.0235655737704918,3.230769230769231
Rem_Milicz_2015_4703801.laz,4703801,34,3.0,26.0,17.0,9.0,0.346153846,0.88186313134152,0.441176470588235,1.244410341947764,0.306309579,283.6923077,64.07481204,272.0,221.0,357.5,26.46153846,4.542340976,28.7,20.05,30.45,1969008,1651669,1.402262042651768,4.0,0.0173823177374907,0.008678881388621,2.4864864864864864
Rem_Milicz_2015_4001301.laz,4001301,33,6.0,34.0,0.0,34.0,1.0,1.35084635735713,0.484848484848485,0.8534782243350801,1.303787339,240.0882353,175.3174381,185.0,97.1,487.6,17.62941176,7.266758246,16.4,10.62,30.06,3837531,3447091,1.354809286898839,4.0,0.011848151453413,0.0042338835746524,1.7647058823529411
Rem_Suprasl_2015_4300804.laz,4300804,11,4.0,15.0,9.0,6.0,0.4,1.25548232517875,0.272727272727273,0.5979164109884679,0.753844226,299.5333333,164.1544859,286.0,119.8,544.8,19.98666667,8.690624395,21.3,7.38,30.4,2457356,1957283,1.0815771583956493,3.0,0.0073057841648638,0.0051670333043433,1.2727272727272727
Rem_Suprasl_2015_3602204.laz,3602204,80,4.0,53.0,29.0,24.0,0.452830189,1.15003262570805,0.3625,0.945248796978867,0.683455016,182.9245283,81.03272109,160.0,87.2,288.0,20.12830189,5.970870873,18.8,13.08,27.22,3756322,2579008,1.4056151015837466,4.0,0.0360446674848993,0.0223175965665236,2.048192771084337
